Task: move-ego-0-0
  Dimension 0: min=0.5873, max=1.0273, mean=0.9236, std=0.0516
  Dimension 149: min=0.9180, max=1.0000, mean=0.9812, std=0.0102
  Dimension 150: min=-0.2771, max=0.2174, mean=0.1252, std=0.0768
  Dimension 151: min=0.9195, max=1.0000, mean=0.9791, std=0.0109
  Dimension 152: min=-0.2666, max=0.3423, mean=-0.0704, std=0.1153
  Dimension 153: min=0.0000, max=0.3329, mean=0.1466, std=0.0390
  Dimension 154: min=-0.5350, max=0.2028, mean=-0.2074, std=0.1979
  Dimension 155: min=0.7611, max=1.0000, mean=0.9330, std=0.0494
  Dimension 156: min=-0.6265, max=0.0058, mean=-0.1793, std=0.1128
  Dimension 157: min=0.8286, max=1.0000, mean=0.9305, std=0.0435
  Dimension 158: min=-0.3124, max=0.4986, mean=0.1566, std=0.2093
  Dimension 159: min=-0.3220, max=0.0000, mean=-0.2496, std=0.0406
  Dimension 160: min=-0.7362, max=0.1992, mean=-0.3660, std=0.2514
  Dimension 161: min=0.1230, max=1.0000, mean=0.4295, std=0.1228
  Dimension 162: min=-0.9361, max=-0.0000, mean=-0.7666, std=0.1250
  Dimension 163: min=0.6664, max=1.0000, mean=0.8380, std=0.0682
  Dimension 164: min=-0.6141, max=0.3592, mean=-0.0494, std=0.2732
  Dimension 165: min=-0.7418, max=0.0000, mean=-0.4401, std=0.1495
  Dimension 166: min=-0.0000, max=0.9999, mean=0.9145, std=0.1766
  Dimension 167: min=-0.2944, max=1.0000, mean=0.1404, std=0.2582
  Dimension 168: min=-0.9437, max=0.0505, mean=-0.1253, std=0.1745
  Dimension 169: min=-0.1724, max=1.0000, mean=0.1886, std=0.2415
  Dimension 170: min=-0.6566, max=0.0377, mean=-0.4715, std=0.1199
  Dimension 171: min=-0.2243, max=0.9270, mean=0.7974, std=0.1835
  Dimension 172: min=-0.0000, max=0.9966, mean=0.9227, std=0.1551
  Dimension 173: min=-0.4358, max=1.0000, mean=0.0442, std=0.2676
  Dimension 174: min=-0.9689, max=0.2314, mean=-0.0676, std=0.2156
  Dimension 175: min=-0.4065, max=1.0000, mean=0.0774, std=0.2993
  Dimension 176: min=-0.8789, max=0.0000, mean=-0.7171, std=0.1244
  Dimension 177: min=-0.2679, max=0.7876, mean=0.5944, std=0.1463
  Dimension 178: min=-0.0000, max=0.9995, mean=0.8862, std=0.1453
  Dimension 179: min=-0.6519, max=1.0000, mean=-0.0352, std=0.2664
  Dimension 180: min=-0.9544, max=0.4903, mean=0.2102, std=0.2779
  Dimension 181: min=-0.5746, max=1.0000, mean=-0.1938, std=0.3012
  Dimension 182: min=-0.7219, max=0.0000, mean=-0.5472, std=0.1180
  Dimension 183: min=-0.3251, max=0.8441, mean=0.7305, std=0.1570
  Dimension 184: min=-0.5589, max=0.4476, mean=0.1051, std=0.1999
  Dimension 185: min=0.8024, max=1.0000, mean=0.9224, std=0.0399
  Dimension 186: min=-0.0000, max=0.4792, mean=0.3049, std=0.0598
  Dimension 187: min=0.8045, max=1.0000, mean=0.9483, std=0.0271
  Dimension 188: min=-0.3662, max=0.5859, mean=-0.0274, std=0.1905
  Dimension 189: min=-0.3253, max=0.0000, mean=-0.2474, std=0.0427
  Dimension 190: min=-0.5845, max=0.6082, mean=0.2742, std=0.1714
  Dimension 191: min=0.1210, max=1.0000, mean=0.4807, std=0.1020
  Dimension 192: min=-0.0000, max=0.9636, mean=0.8050, std=0.0771
  Dimension 193: min=0.7183, max=1.0000, mean=0.8774, std=0.0433
  Dimension 194: min=-0.1487, max=0.6104, mean=0.1508, std=0.1741
  Dimension 195: min=-0.5991, max=0.3766, mean=-0.3957, std=0.1366
  Dimension 196: min=-0.9979, max=-0.0000, mean=-0.8380, std=0.0811
  Dimension 197: min=-0.4477, max=1.0000, mean=-0.2038, std=0.1936
  Dimension 198: min=-0.4090, max=0.8119, mean=0.4302, std=0.1647
  Dimension 199: min=-0.4967, max=1.0000, mean=0.2925, std=0.2126
  Dimension 200: min=0.0000, max=0.6142, mean=0.4671, std=0.0831
  Dimension 201: min=-0.0041, max=0.9487, mean=0.7967, std=0.0974
  Dimension 202: min=-1.0000, max=-0.0000, mean=-0.9390, std=0.0829
  Dimension 203: min=-0.5978, max=1.0000, mean=-0.1810, std=0.1958
  Dimension 204: min=-0.4265, max=0.7185, mean=0.0997, std=0.1742
  Dimension 205: min=-0.6727, max=1.0000, mean=-0.0433, std=0.2440
  Dimension 206: min=0.0000, max=0.7332, mean=0.6413, std=0.0707
  Dimension 207: min=-0.0571, max=0.8809, mean=0.7182, std=0.0811
  Dimension 208: min=-1.0000, max=-0.0000, mean=-0.9492, std=0.0895
  Dimension 209: min=-0.5581, max=1.0000, mean=-0.0593, std=0.2008
  Dimension 210: min=-0.4384, max=0.7459, mean=-0.0773, std=0.2030
  Dimension 211: min=-0.6882, max=1.0000, mean=-0.0952, std=0.2572
  Dimension 212: min=0.0000, max=0.8057, mean=0.4486, std=0.0841
  Dimension 213: min=-0.0324, max=0.9267, mean=0.8385, std=0.1162
  Dimension 214: min=-0.4372, max=4.7275, mean=3.9328, std=0.9539
  Dimension 215: min=-0.4231, max=0.3969, mean=0.0546, std=0.2158
  Dimension 216: min=-0.9967, max=0.5462, mean=-0.0153, std=0.2562
  Dimension 217: min=-0.4157, max=4.9004, mean=3.9423, std=0.9766
  Dimension 218: min=-0.4322, max=0.4213, mean=0.0572, std=0.2307
  Dimension 219: min=-1.0026, max=0.5039, mean=-0.0130, std=0.2512
  Dimension 220: min=-0.3611, max=7.1714, mean=3.9169, std=1.9859
  Dimension 221: min=-0.7741, max=0.7357, mean=0.0676, std=0.3895
  Dimension 222: min=-1.5105, max=1.6356, mean=0.0358, std=0.8223
  Dimension 223: min=-0.5287, max=8.4484, mean=3.8994, std=3.0752
  Dimension 224: min=-0.5007, max=1.0203, mean=0.1471, std=0.2290
  Dimension 225: min=-1.9330, max=2.1738, mean=0.0241, std=1.1262
  Dimension 226: min=-0.7018, max=9.2830, mean=3.8870, std=3.4706
  Dimension 227: min=-0.4521, max=1.2173, mean=0.1538, std=0.2250
  Dimension 228: min=-1.6379, max=1.9345, mean=0.0517, std=0.8160
  Dimension 229: min=-0.6204, max=4.8925, mean=3.9298, std=0.9626
  Dimension 230: min=-0.4351, max=0.4346, mean=0.0573, std=0.2345
  Dimension 231: min=-0.9967, max=0.5835, mean=-0.0159, std=0.2626
  Dimension 232: min=-1.3244, max=7.6607, mean=3.8646, std=2.1769
  Dimension 233: min=-0.7609, max=0.6871, mean=0.0026, std=0.2541
  Dimension 234: min=-1.3646, max=1.9812, mean=0.0420, std=0.8416
  Dimension 235: min=-2.7342, max=9.6416, mean=3.8594, std=3.4551
  Dimension 236: min=-1.0050, max=0.7221, mean=-0.0042, std=0.2414
  Dimension 237: min=-2.4719, max=2.1580, mean=0.0313, std=1.0770
  Dimension 238: min=-2.8535, max=10.5448, mean=3.8351, std=3.7916
  Dimension 239: min=-1.5609, max=0.6402, mean=-0.0326, std=0.2579
  Dimension 240: min=-1.5364, max=1.3436, mean=0.0450, std=0.7047
  Dimension 241: min=-0.3409, max=4.7031, mean=3.9290, std=0.9457
  Dimension 242: min=-0.4002, max=0.3760, mean=0.0544, std=0.1868
  Dimension 243: min=-1.0010, max=0.5314, mean=-0.0176, std=0.2584
  Dimension 244: min=-0.1319, max=4.5227, mean=3.9174, std=0.9316
  Dimension 245: min=-0.3549, max=0.3958, mean=0.0541, std=0.1946
  Dimension 246: min=-1.0358, max=0.5811, mean=-0.0181, std=0.2710
  Dimension 247: min=-0.0858, max=4.5343, mean=3.9126, std=0.9287
  Dimension 248: min=-0.3744, max=0.4644, mean=0.0504, std=0.2522
  Dimension 249: min=-1.0757, max=0.6066, mean=-0.0165, std=0.2820
  Dimension 250: min=0.0000, max=4.6194, mean=3.9026, std=0.9191
  Dimension 251: min=-0.7844, max=0.6633, mean=0.0497, std=0.3764
  Dimension 252: min=-1.0870, max=0.6443, mean=-0.0165, std=0.2851
  Dimension 253: min=0.0000, max=4.6265, mean=3.8987, std=0.9241
  Dimension 254: min=-0.9637, max=0.8244, mean=0.0448, std=0.4440
  Dimension 255: min=-1.1371, max=0.6337, mean=-0.0157, std=0.2933
  Dimension 256: min=0.0000, max=4.6763, mean=3.9122, std=0.9411
  Dimension 257: min=-0.5820, max=0.4741, mean=0.0464, std=0.3027
  Dimension 258: min=-1.0367, max=0.7351, mean=-0.0167, std=0.2947
  Dimension 259: min=-0.0624, max=5.0442, mean=3.9188, std=1.0167
  Dimension 260: min=-0.5700, max=0.4758, mean=0.0387, std=0.2942
  Dimension 261: min=-1.2162, max=1.0149, mean=-0.0178, std=0.3996
  Dimension 262: min=-1.2643, max=6.3879, mean=3.9410, std=1.6016
  Dimension 263: min=-1.1408, max=0.7428, mean=-0.0040, std=0.3545
  Dimension 264: min=-2.2273, max=1.2891, mean=-0.0176, std=0.7854
  Dimension 265: min=-1.1540, max=6.6020, mean=3.9403, std=1.7026
  Dimension 266: min=-1.9179, max=1.1884, mean=-0.0488, std=0.7268
  Dimension 267: min=-3.1843, max=2.5069, mean=-0.0213, std=0.8206
  Dimension 268: min=-1.2097, max=6.7288, mean=3.9357, std=1.7470
  Dimension 269: min=-2.4164, max=1.4740, mean=-0.0631, std=0.9877
  Dimension 270: min=-4.0546, max=2.9864, mean=-0.0252, std=0.8339
  Dimension 271: min=0.0000, max=4.7130, mean=3.9027, std=0.9343
  Dimension 272: min=-0.5567, max=0.5720, mean=0.0551, std=0.3155
  Dimension 273: min=-1.0980, max=0.5264, mean=-0.0167, std=0.2743
  Dimension 274: min=0.0000, max=5.0169, mean=3.8959, std=1.0035
  Dimension 275: min=-0.4584, max=0.7351, mean=0.0653, std=0.3098
  Dimension 276: min=-1.3849, max=0.7016, mean=-0.0190, std=0.3464
  Dimension 277: min=-0.6930, max=5.6400, mean=3.8900, std=1.2478
  Dimension 278: min=-0.9919, max=1.5274, mean=0.0923, std=0.3687
  Dimension 279: min=-2.8163, max=0.9297, mean=-0.0317, std=0.5259
  Dimension 280: min=-1.5567, max=5.8757, mean=3.9054, std=1.3338
  Dimension 281: min=-1.3163, max=2.8424, mean=0.1063, std=0.5591
  Dimension 282: min=-3.5500, max=2.2790, mean=-0.0346, std=0.8246
  Dimension 283: min=-1.7308, max=5.8956, mean=3.9100, std=1.3519
  Dimension 284: min=-1.7334, max=3.3251, mean=0.1104, std=0.6962
  Dimension 285: min=-3.7655, max=3.0529, mean=-0.0330, std=0.9952
  Dimension 286: min=-0.9618, max=1.2486, mean=0.0233, std=0.3367
  Dimension 287: min=-1.8959, max=1.5624, mean=-0.0359, std=0.8118
  Dimension 288: min=-2.7779, max=3.1102, mean=-0.0958, std=1.0745
  Dimension 289: min=-1.8210, max=1.3927, mean=-0.1125, std=0.5372
  Dimension 290: min=-8.0368, max=9.7399, mean=0.0093, std=4.9361
  Dimension 291: min=-3.3718, max=2.7216, mean=-0.0493, std=1.3280
  Dimension 292: min=-1.6915, max=1.4251, mean=-0.1224, std=0.5632
  Dimension 293: min=-10.0065, max=6.4561, mean=0.0415, std=5.4147
  Dimension 294: min=-3.1383, max=2.4943, mean=-0.2275, std=1.3254
  Dimension 295: min=-3.0282, max=2.3976, mean=-0.0163, std=0.8812
  Dimension 296: min=-11.1781, max=17.5575, mean=-0.0905, std=6.9725
  Dimension 297: min=-3.9049, max=3.9798, mean=-0.2105, std=1.1038
  Dimension 298: min=-2.6632, max=6.1982, mean=0.1037, std=1.2365
  Dimension 299: min=-10.5775, max=26.1147, mean=-0.1162, std=7.5686
  Dimension 300: min=-4.8796, max=3.7500, mean=-0.2218, std=1.0052
  Dimension 301: min=-1.7546, max=1.5622, mean=-0.0353, std=0.5380
  Dimension 302: min=-9.7846, max=9.9235, mean=0.1276, std=5.6499
  Dimension 303: min=-2.3490, max=2.8068, mean=-0.0397, std=0.6339
  Dimension 304: min=-3.0377, max=1.9748, mean=-0.0715, std=0.6108
  Dimension 305: min=-13.0879, max=8.7975, mean=0.0073, std=6.0921
  Dimension 306: min=-2.0817, max=2.0879, mean=-0.0630, std=0.8379
  Dimension 307: min=-3.9285, max=3.3777, mean=-0.0963, std=0.9434
  Dimension 308: min=-14.0320, max=17.1426, mean=-0.0069, std=7.0320
  Dimension 309: min=-5.7714, max=3.1922, mean=-0.1062, std=1.0923
  Dimension 310: min=-5.7267, max=4.1757, mean=-0.2814, std=1.4762
  Dimension 311: min=-12.3039, max=22.8074, mean=0.1510, std=6.9424
  Dimension 312: min=-6.4864, max=3.4997, mean=-0.0253, std=1.2396
  Dimension 313: min=-0.8670, max=1.3910, mean=-0.0234, std=0.3804
  Dimension 314: min=-2.2832, max=1.9694, mean=-0.0654, std=1.0189
  Dimension 315: min=-2.8993, max=2.7564, mean=-0.0772, std=1.1593
  Dimension 316: min=-1.4691, max=2.0471, mean=0.0222, std=0.5505
  Dimension 317: min=-1.4838, max=1.6071, mean=-0.0855, std=0.5973
  Dimension 318: min=-3.0260, max=2.7686, mean=-0.0603, std=1.6558
  Dimension 319: min=-1.5270, max=2.0990, mean=-0.0162, std=0.6147
  Dimension 320: min=-0.9949, max=3.0484, mean=-0.1010, std=0.4454
  Dimension 321: min=-3.4792, max=3.3263, mean=-0.0631, std=2.1762
  Dimension 322: min=-1.5567, max=1.3426, mean=-0.0052, std=0.4877
  Dimension 323: min=-1.1618, max=1.0543, mean=-0.0105, std=0.4007
  Dimension 324: min=-2.9250, max=2.9612, mean=-0.0770, std=1.7559
  Dimension 325: min=-2.4589, max=3.6781, mean=0.0268, std=0.6711
  Dimension 326: min=-1.7137, max=1.5562, mean=0.0547, std=0.5988
  Dimension 327: min=-5.0696, max=3.6466, mean=-0.0699, std=1.5126
  Dimension 328: min=-2.5886, max=3.4325, mean=-0.0605, std=1.3959
  Dimension 329: min=-0.9669, max=3.3481, mean=-0.2006, std=0.4628
  Dimension 330: min=-5.0986, max=4.1517, mean=-0.0188, std=2.8019
  Dimension 331: min=-6.2848, max=3.7354, mean=0.0463, std=2.0034
  Dimension 332: min=-5.3558, max=10.3631, mean=-0.3736, std=2.5366
  Dimension 333: min=-6.2480, max=5.6248, mean=0.2056, std=3.9419
  Dimension 334: min=-10.4545, max=3.1597, mean=0.0830, std=2.0245
  Dimension 335: min=-7.8953, max=6.5910, mean=-0.4542, std=1.5582
  Dimension 336: min=-5.6390, max=4.9549, mean=-0.0479, std=3.4371
  Dimension 337: min=-11.2027, max=3.7533, mean=0.3082, std=2.0732
  Dimension 338: min=-8.1632, max=7.9710, mean=-0.4612, std=2.2935
  Dimension 339: min=-6.3022, max=6.9351, mean=-0.0313, std=3.5899
  Dimension 340: min=-10.6457, max=3.7130, mean=0.2381, std=2.1203
  Dimension 341: min=-9.0396, max=9.1802, mean=-0.4915, std=2.2163
  Dimension 342: min=-6.1524, max=6.6720, mean=-0.0671, std=3.4871
  Dimension 343: min=-2.7178, max=3.2387, mean=0.0508, std=1.1339
  Dimension 344: min=-2.1066, max=2.3108, mean=-0.0976, std=0.6046
  Dimension 345: min=-5.7764, max=3.9739, mean=-0.0887, std=2.4554
  Dimension 346: min=-2.3308, max=9.1478, mean=-0.1050, std=1.4301
  Dimension 347: min=-3.9320, max=6.0572, mean=-0.0167, std=1.6448
  Dimension 348: min=-5.7246, max=4.4293, mean=-0.0838, std=2.3125
  Dimension 349: min=-2.6088, max=9.2336, mean=-0.0296, std=1.4175
  Dimension 350: min=-9.4916, max=9.0318, mean=-0.1582, std=2.5980
  Dimension 351: min=-5.1205, max=9.4759, mean=0.0027, std=2.1080
  Dimension 352: min=-3.3090, max=8.2617, mean=-0.0763, std=1.3759
  Dimension 353: min=-9.4107, max=9.1633, mean=-0.1791, std=2.6236
  Dimension 354: min=-5.7144, max=10.4358, mean=0.0238, std=2.2358
  Dimension 355: min=-3.6367, max=7.2745, mean=-0.0435, std=1.3281
  Dimension 356: min=-9.3338, max=9.2763, mean=-0.2048, std=2.6122
  Dimension 357: min=-7.1913, max=10.4697, mean=0.0044, std=2.5094

Task: move-ego--90-2
  Dimension 0: min=0.7121, max=1.0070, mean=0.7730, std=0.0443
  Dimension 1: min=-0.0752, max=0.0067, mean=-0.0063, std=0.0111
  Dimension 2: min=0.0427, max=0.0935, mean=0.0700, std=0.0058
  Dimension 3: min=-0.1010, max=-0.0455, mean=-0.0900, std=0.0047
  Dimension 4: min=-0.2825, max=0.2950, mean=0.2122, std=0.0531
  Dimension 5: min=0.0473, max=0.2880, mean=0.1954, std=0.0379
  Dimension 6: min=-0.4425, max=-0.2913, mean=-0.3631, std=0.0207
  Dimension 7: min=-0.5982, max=0.0952, mean=-0.0412, std=0.0669
  Dimension 8: min=-0.0974, max=0.4117, mean=0.2249, std=0.0783
  Dimension 9: min=-0.8145, max=-0.4539, mean=-0.6614, std=0.0482
  Dimension 10: min=-0.5746, max=0.2044, mean=0.0642, std=0.0742
  Dimension 11: min=-0.0696, max=0.4916, mean=0.2857, std=0.0838
  Dimension 12: min=-0.8720, max=-0.5853, mean=-0.7157, std=0.0454
  Dimension 13: min=-0.0738, max=0.0099, mean=-0.0033, std=0.0098
  Dimension 14: min=-0.0893, max=-0.0377, mean=-0.0669, std=0.0054
  Dimension 15: min=-0.0990, max=-0.0493, mean=-0.0902, std=0.0064
  Dimension 16: min=-0.3293, max=0.3140, mean=0.2317, std=0.1131
  Dimension 17: min=-0.3445, max=0.0394, mean=-0.2378, std=0.0426
  Dimension 18: min=-0.4415, max=-0.1960, mean=-0.3125, std=0.0405
  Dimension 19: min=-0.6852, max=0.2112, mean=0.0683, std=0.1633
  Dimension 20: min=-0.4531, max=0.1729, mean=-0.2280, std=0.1004
  Dimension 21: min=-0.7623, max=-0.1884, mean=-0.6615, std=0.0716
  Dimension 22: min=-0.6132, max=0.2926, mean=0.1505, std=0.1651
  Dimension 23: min=-0.5279, max=0.1630, mean=-0.3268, std=0.1101
  Dimension 24: min=-0.8224, max=-0.2512, mean=-0.6900, std=0.0696
  Dimension 25: min=-0.0429, max=0.0572, mean=-0.0273, std=0.0135
  Dimension 26: min=-0.0348, max=0.0266, mean=-0.0033, std=0.0067
  Dimension 27: min=0.0949, max=0.1108, mean=0.1078, std=0.0020
  Dimension 28: min=0.0299, max=0.1726, mean=0.0524, std=0.0201
  Dimension 29: min=-0.0697, max=0.0959, mean=-0.0115, std=0.0184
  Dimension 30: min=0.1412, max=0.2295, mean=0.2151, std=0.0120
  Dimension 31: min=0.0727, max=0.2204, mean=0.1026, std=0.0206
  Dimension 32: min=-0.0840, max=0.1369, mean=-0.0101, std=0.0237
  Dimension 33: min=0.1450, max=0.2655, mean=0.2444, std=0.0162
  Dimension 34: min=0.1268, max=0.3540, mean=0.1689, std=0.0319
  Dimension 35: min=-0.1503, max=0.2538, mean=-0.0451, std=0.0447
  Dimension 36: min=0.2947, max=0.4767, mean=0.4476, std=0.0232
  Dimension 37: min=0.1967, max=0.4301, mean=0.2399, std=0.0322
  Dimension 38: min=-0.1646, max=0.3136, mean=-0.0315, std=0.0505
  Dimension 39: min=0.2941, max=0.5214, mean=0.4871, std=0.0296
  Dimension 40: min=0.0778, max=0.2816, mean=0.1262, std=0.0227
  Dimension 41: min=-0.0449, max=0.2447, mean=0.0466, std=0.0317
  Dimension 42: min=0.2527, max=0.3983, mean=0.3795, std=0.0202
  Dimension 43: min=0.0329, max=0.2952, mean=0.0974, std=0.0255
  Dimension 44: min=0.0329, max=0.3001, mean=0.1359, std=0.0283
  Dimension 45: min=0.2835, max=0.4220, mean=0.3977, std=0.0213
  Dimension 46: min=-0.2153, max=0.3076, mean=-0.0919, std=0.0454
  Dimension 47: min=0.1601, max=0.3785, mean=0.3003, std=0.0292
  Dimension 48: min=0.2013, max=0.4583, mean=0.3604, std=0.0304
  Dimension 49: min=-0.3331, max=0.3614, mean=0.0437, std=0.0869
  Dimension 50: min=0.2540, max=0.5840, mean=0.4598, std=0.0315
  Dimension 51: min=0.0067, max=0.5425, mean=0.2500, std=0.0581
  Dimension 52: min=-0.4126, max=0.3615, mean=0.0957, std=0.1074
  Dimension 53: min=0.2797, max=0.6653, mean=0.5014, std=0.0339
  Dimension 54: min=-0.0645, max=0.5761, mean=0.2044, std=0.0699
  Dimension 55: min=0.1049, max=0.3339, mean=0.1325, std=0.0351
  Dimension 56: min=-0.1974, max=0.1485, mean=-0.1096, std=0.0375
  Dimension 57: min=0.2257, max=0.3827, mean=0.3493, std=0.0191
  Dimension 58: min=0.0975, max=0.4185, mean=0.1363, std=0.0507
  Dimension 59: min=-0.2988, max=0.1182, mean=-0.2060, std=0.0460
  Dimension 60: min=0.2143, max=0.3651, mean=0.3250, std=0.0185
  Dimension 61: min=-0.0069, max=0.5629, mean=0.0719, std=0.0844
  Dimension 62: min=-0.5371, max=0.0622, mean=-0.3309, std=0.0547
  Dimension 63: min=-0.0202, max=0.2624, mean=0.1167, std=0.0250
  Dimension 64: min=0.0893, max=0.7067, mean=0.2152, std=0.0871
  Dimension 65: min=-0.7831, max=0.3053, mean=-0.3589, std=0.0979
  Dimension 66: min=-0.1891, max=0.2147, mean=-0.0854, std=0.0323
  Dimension 67: min=0.0611, max=0.7688, mean=0.2712, std=0.0875
  Dimension 68: min=-0.8621, max=0.3811, mean=-0.3772, std=0.1142
  Dimension 69: min=-0.2530, max=0.1983, mean=-0.1435, std=0.0379
  Dimension 70: min=-0.1750, max=0.1965, mean=-0.0036, std=0.0243
  Dimension 71: min=0.9548, max=1.0000, mean=0.9981, std=0.0059
  Dimension 72: min=-0.2338, max=0.2231, mean=0.0079, std=0.0563
  Dimension 73: min=0.7113, max=1.0000, mean=0.9923, std=0.0354
  Dimension 74: min=-0.0000, max=0.0000, mean=0.0000, std=0.0000
  Dimension 75: min=-0.7029, max=0.1519, mean=0.0073, std=0.1182
  Dimension 76: min=-0.2742, max=0.1965, mean=-0.0671, std=0.0625
  Dimension 77: min=0.8516, max=0.9998, mean=0.9566, std=0.0279
  Dimension 78: min=-0.1342, max=0.5136, mean=0.2592, std=0.0930
  Dimension 79: min=0.6071, max=0.9765, mean=0.7842, std=0.0584
  Dimension 80: min=-0.2680, max=0.2114, mean=-0.1030, std=0.0622
  Dimension 81: min=-0.6609, max=0.7879, mean=0.5926, std=0.1261
  Dimension 82: min=-0.3180, max=0.1965, mean=-0.0279, std=0.0480
  Dimension 83: min=0.8947, max=1.0000, mean=0.9771, std=0.0231
  Dimension 84: min=-0.1925, max=0.4302, mean=0.1611, std=0.1254
  Dimension 85: min=0.1970, max=0.9969, mean=0.8174, std=0.0882
  Dimension 86: min=-0.1302, max=0.2880, mean=0.1066, std=0.0790
  Dimension 87: min=-0.9717, max=0.1269, mean=-0.5334, std=0.1481
  Dimension 88: min=-0.4569, max=0.1965, mean=-0.2369, std=0.0586
  Dimension 89: min=0.8752, max=0.9963, mean=0.9555, std=0.0195
  Dimension 90: min=-0.1230, max=0.3473, mean=0.1294, std=0.1012
  Dimension 91: min=0.4517, max=0.9933, mean=0.9620, std=0.0445
  Dimension 92: min=-0.0000, max=0.4718, mean=0.2419, std=0.0527
  Dimension 93: min=-0.8678, max=0.2187, mean=-0.0255, std=0.1033
  Dimension 94: min=-0.5088, max=0.1965, mean=-0.3122, std=0.0558
  Dimension 95: min=0.8609, max=0.9841, mean=0.9410, std=0.0171
  Dimension 96: min=-0.1760, max=0.2583, mean=0.0744, std=0.0895
  Dimension 97: min=0.5604, max=0.9803, mean=0.9357, std=0.0385
  Dimension 98: min=-0.0000, max=0.4812, mean=0.3182, std=0.0483
  Dimension 99: min=-0.7488, max=0.0671, mean=-0.0994, std=0.0973
  Dimension 100: min=-0.1887, max=0.3850, mean=0.2901, std=0.0883
  Dimension 101: min=0.7106, max=0.9843, mean=0.9223, std=0.0379
  Dimension 102: min=-0.6782, max=0.2231, mean=-0.1937, std=0.1361
  Dimension 103: min=0.4120, max=0.9876, mean=0.6207, std=0.1117
  Dimension 104: min=-0.3737, max=0.1112, mean=-0.0574, std=0.0842
  Dimension 105: min=-0.6609, max=0.9105, mean=0.7159, std=0.2818
  Dimension 106: min=-0.2167, max=0.5045, mean=0.3828, std=0.1182
  Dimension 107: min=0.7583, max=0.9942, mean=0.8822, std=0.0359
  Dimension 108: min=-0.6149, max=0.2231, mean=-0.1908, std=0.1535
